Cust_ID,Target,Age,Gender,Balance,Occupation,No_OF_CR_TXNS,SCR,Holding_Period
C8473,0,30,M,395840.36,SENP,14,661,7
C8474,0,45,M,99247.87,SENP,6,688,19
C8475,0,30,M,425954.57,SENP,14,390,18
C8476,0,37,M,105289.81,SENP,6,319,28
C8477,0,36,M,27664.11,SENP,5,416,4
C8478,0,48,M,2614.03,SENP,12,301,21
C8479,0,45,M,45796.77,SENP,1,658,23
C848,0,44,M,31751.07,SAL,32,473,15
C8480,0,27,M,542645.97,SAL,2,177,15
C8481,0,31,M,267819.44,SENP,13,814,4
C8482,0,43,M,316182.5,SAL,3,249,23
C8483,0,46,M,30407.9,SENP,17,685,21
C8484,0,36,M,88135.91,SENP,13,373,12
C8485,0,42,M,371325.2,SENP,12,117,28
C8486,0,47,M,11242.14,SENP,0,281,18
C8487,0,40,M,391229.7,SENP,2,720,18
C8488,0,43,M,67028.7,SENP,20,393,19
C8489,0,45,M,449198.23,SENP,13,401,16
C849,0,39,M,38551.47,SAL,37,174,18
C8490,0,52,M,302443.85,SENP,19,167,19
C8491,0,40,M,258459.7,SENP,18,557,10
C8492,0,28,M,108190.09,PROF,12,751,11
C8493,0,21,M,194895.19,SENP,10,301,28
C8494,0,28,M,488317.03,SENP,18,791,2
C8495,0,29,M,39720.93,PROF,4,190,2
C8496,0,42,M,79465.62,SENP,6,981,10
C8497,0,51,M,143425.61,SENP,19,173,10
C8498,0,55,M,386917.26,SENP,11,664,19
C8499,0,32,M,3570.72,SELF-EMP,13,305,7
C85,0,55,F,205227.55,SAL,22,974,15
C850,0,41,M,4634.12,SAL,38,185,27
C8500,0,41,M,49566.32,SENP,12,766,15
C8501,0,39,M,15614.55,SENP,5,189,19
C8502,0,31,M,9055.73,SENP,16,365,5
C8503,0,31,M,23714.08,SENP,18,312,19
C8504,0,55,M,89540.08,PROF,4,404,24
C8505,0,27,M,418430.69,SENP,0,610,2
C8506,0,45,M,11533.36,SENP,7,569,5
C8507,0,33,M,75039.05,PROF,1,247,29
C8508,0,38,M,622736.15,SENP,0,646,19
C8509,0,34,M,160077.67,SENP,10,916,12
C851,0,48,M,201285.17,PROF,10,243,20
C8510,0,32,M,117779.02,PROF,5,262,14
C8511,0,43,M,198466.56,PROF,15,308,26
C8512,0,23,M,160434.18,SENP,13,468,10
C8513,0,29,M,85765.22,SENP,8,139,22
C8514,0,45,M,26031.28,SENP,4,603,13
C8515,1,35,M,87854.56,SENP,7,884,3
C8516,0,25,M,242949.07,SENP,3,553,27
C8517,0,45,M,465014.73,SENP,7,177,29
C8518,0,55,M,210383.23,PROF,20,976,12
C8519,0,55,M,50220.95,PROF,12,370,7
C852,0,25,M,8998.71,PROF,34,702,17
C8520,0,34,M,26864.82,PROF,6,535,11
C8521,0,31,M,216687.85,SELF-EMP,7,910,26
C8522,0,34,M,412644.49,SENP,8,199,30
C8523,0,45,M,318051.33,SENP,7,209,17
C8524,0,21,M,201531.4,SENP,9,148,31
C8525,0,27,M,167177.79,PROF,8,282,5
C8526,0,32,M,323869.83,SELF-EMP,3,870,5
C8527,0,27,M,104437.85,PROF,16,518,14
C8528,0,41,M,89195.07,SENP,17,228,29
C8529,0,46,M,17110.83,SENP,10,355,11
C853,0,47,M,19076.84,PROF,41,349,22
C8530,0,41,M,250416.02,SENP,5,116,23
C8531,0,44,M,151361.88,SENP,8,788,23
C8532,0,35,M,11518.98,PROF,15,437,19
C8533,0,52,M,664961.15,SENP,2,873,4
C8534,0,32,M,398429.76,PROF,3,593,4
C8535,0,27,M,10103.87,SELF-EMP,10,538,25
C8536,1,42,M,191086.17,SENP,6,871,1
C8537,0,41,M,395837.96,SENP,12,206,10
C8538,1,26,M,19948.82,SAL,14,888,3
C8539,0,28,M,43619.17,SENP,20,340,30
C854,0,53,M,57892.06,PROF,22,271,4
C8540,0,53,M,79997.17,SELF-EMP,6,680,7
C8541,0,55,M,288067.82,SENP,7,844,18
C8542,1,34,M,30637.84,SENP,2,679,3
C8543,0,31,M,205922.07,PROF,0,202,6
C8544,0,53,M,35300.21,SENP,0,501,27
C8545,1,55,M,359077.08,SENP,7,164,3
C8546,0,32,M,516841.02,PROF,15,565,21
C8547,0,34,M,294699.74,PROF,7,514,11
C8548,0,45,M,30191.76,SELF-EMP,6,744,28
C8549,0,50,M,16679.52,SELF-EMP,20,139,7
C855,0,54,M,48535.12,SENP,39,566,2
C8550,1,34,M,121516.24,SAL,10,902,1
C8551,0,44,M,85507.96,SENP,8,733,13
C8552,0,53,M,180393.2,SELF-EMP,8,459,26
C8553,0,27,M,132671.05,SELF-EMP,9,623,11
C8554,0,36,M,215255.74,SELF-EMP,4,528,12
C8555,0,31,M,88594.33,SENP,3,438,11
C8556,0,30,M,385467.65,PROF,18,168,8
C8557,0,28,M,13450.61,SENP,8,525,7
C8558,0,41,M,117012.84,SENP,16,336,19
C8559,0,36,M,499952.49,SELF-EMP,15,165,2
C856,0,48,M,10061.3,SENP,35,364,17
C8560,1,44,M,55475.21,SELF-EMP,9,332,1
C8561,0,38,M,223579.74,SELF-EMP,19,970,17
C8562,1,54,M,370580.69,SELF-EMP,12,270,1
C8563,0,35,M,28821.6,SENP,20,760,2
C8564,0,46,M,267494.89,PROF,14,632,30
C8565,0,54,M,257062.53,PROF,16,619,2
C8566,0,32,M,24724.14,SENP,18,462,12
C8567,0,51,M,778.56,SENP,18,494,25
C8568,0,54,M,441463.92,PROF,14,348,8
C8569,0,38,M,460365,SELF-EMP,17,123,28
C857,0,29,M,22363.28,SENP,32,667,14
C8570,0,32,M,346625.76,PROF,7,201,26
C8571,0,36,M,29950.82,SENP,10,890,6
C8572,0,28,M,572765.31,SENP,13,756,15
C8573,0,47,M,290342.06,SENP,10,783,18
C8574,1,35,M,21695.37,SENP,11,506,3
C8575,0,33,M,90644.1,SELF-EMP,10,834,29
C8576,1,48,M,384668.15,SENP,2,738,3
C8577,0,46,M,25963.26,PROF,5,738,14
C8578,0,38,M,57971.88,SELF-EMP,6,146,29
C8579,0,25,M,11241.08,SENP,3,604,14
C858,0,37,M,7462.15,SENP,13,135,13
C8580,0,26,M,46242.17,PROF,14,978,29
C8581,0,46,M,65619.23,SENP,9,280,15
C8582,0,42,M,19957.41,SENP,18,618,23
C8583,0,43,M,65514.92,SELF-EMP,3,256,20
C8584,0,38,M,6167.26,PROF,18,531,17
C8585,0,40,M,216991.01,SENP,4,671,2
C8586,0,31,M,81094.85,SENP,19,520,14
C8587,0,29,M,3567.39,SENP,6,755,18
C8588,0,28,M,4635.23,SENP,7,288,3
C8589,0,36,M,72031.55,PROF,9,212,28
C859,0,49,M,69799.17,SENP,46,443,28
C8590,0,27,M,60894.82,SENP,7,814,11
C8591,0,38,M,26198.23,SENP,4,132,22
C8592,0,38,M,114543.09,PROF,9,201,18
C8593,1,36,M,388479.17,SELF-EMP,1,815,1
C8594,0,47,M,362966.11,SENP,7,915,31
C8595,0,30,M,429408.88,SELF-EMP,1,269,15
C8596,0,28,M,93000.19,SELF-EMP,7,166,22
C8597,1,55,M,77338.24,SENP,4,275,1
C8598,0,52,M,100128.03,SELF-EMP,15,297,28
C8599,0,40,M,61762.92,SELF-EMP,15,603,9
C86,1,36,F,107010.61,SENP,18,883,2
C860,0,37,M,13053.9,SENP,32,651,9
C8600,0,33,M,77933.8,SENP,0,455,18
C8601,0,52,M,95000.75,SENP,18,398,21
C8602,0,53,M,12723.94,SENP,1,622,24
C8603,0,54,M,140508.22,PROF,13,660,17
C8604,0,47,M,89774.21,SENP,2,753,2
C8605,0,51,M,8094.31,SELF-EMP,15,111,18
C8606,0,53,M,222224.93,SENP,11,126,15
C8607,0,42,M,165564.91,SELF-EMP,11,105,5
C8608,0,38,M,233896.22,SENP,19,562,25
C8609,0,51,M,10783.33,SENP,5,376,25
C861,0,49,M,21442.7,SENP,45,212,4
C8610,0,31,M,10180.43,SENP,17,238,12
C8611,0,42,M,81140.63,SENP,16,215,8
C8612,0,46,M,34310.8,SAL,17,799,9
C8613,0,35,M,94152.82,SENP,7,676,16
C8614,0,42,M,61341.8,SENP,9,608,2
C8615,0,46,M,21293.7,SENP,4,508,24
C8616,0,37,M,43777.52,SENP,18,712,10
C8617,0,30,M,102914.13,SENP,15,980,17
C8618,0,31,M,73876.55,SENP,9,469,7
C8619,0,28,M,33202.17,PROF,1,700,2
C862,0,41,M,9495.79,PROF,3,235,24
C8620,0,50,M,240274.6,PROF,8,247,27
C8621,1,31,M,150104.8,SELF-EMP,16,908,1
C8622,0,40,M,180454.28,SENP,3,465,3
C8623,0,32,M,87322.59,PROF,13,219,2
C8624,0,53,M,124430.45,SENP,14,394,2
C8625,0,49,M,249728.46,SENP,1,767,20
C8626,0,26,M,186508.26,SENP,9,526,23
C8627,0,52,M,40940.23,SENP,19,638,18
C8628,0,42,M,140078.64,SENP,4,341,11
C8629,0,51,M,88566.64,SENP,1,856,28
C863,1,34,M,514.73,PROF,29,793,1
C8630,0,53,M,118887.48,SENP,12,518,21
C8631,0,37,M,62342.81,SENP,7,225,7
C8632,0,52,M,34035.44,SENP,2,631,4
C8633,0,43,M,156311.5,SENP,10,555,6
C8634,0,27,M,21923.82,PROF,6,508,12
C8635,0,27,M,408449.83,SENP,16,152,16
C8636,0,38,M,92064.55,SELF-EMP,9,168,16
C8637,0,34,M,6673.38,SENP,10,745,2
C8638,0,51,M,122049.95,SENP,0,191,26
C8639,0,31,M,54377.54,SAL,5,955,8
C864,0,31,M,14577.28,PROF,17,565,12
C8640,0,49,M,38674.21,PROF,10,538,16
C8641,0,23,M,29348.28,SENP,14,357,14
C8642,0,46,M,96959.37,PROF,20,360,7
C8643,0,25,M,245897.37,SELF-EMP,8,669,31
C8644,0,33,M,50864.12,SELF-EMP,15,974,19
C8645,0,33,M,228194.24,PROF,1,350,29
C8646,0,32,M,25952.54,SENP,1,769,5
C8647,0,46,M,565140.85,SELF-EMP,19,136,13
C8648,0,27,M,164666.68,SENP,9,593,22
C8649,0,51,M,380750.26,SENP,7,946,12
C865,0,23,M,706649.94,PROF,48,477,13
C8650,0,49,M,313788.92,SAL,11,776,5
C8651,0,50,M,141947.11,SELF-EMP,5,466,22
C8652,0,28,M,7707.4,SELF-EMP,10,665,14
C8653,0,50,M,182806.72,SENP,18,500,19
C8654,0,25,M,345283.11,SELF-EMP,5,991,4
C8655,0,37,M,46661.73,SENP,10,975,28
C8656,0,29,M,685301.43,SELF-EMP,19,777,15
C8657,0,31,M,59128.98,SENP,17,819,3
C8658,0,54,M,238472.7,SENP,3,432,29
C8659,0,30,M,334627.05,SAL,6,212,27
C866,0,55,M,11900.24,SENP,10,993,14
C8660,0,36,M,93833.23,SENP,5,583,20
C8661,0,52,M,269792.05,PROF,11,441,5
C8662,0,48,M,41295.5,SENP,9,195,16
C8663,0,39,M,58732.8,SENP,1,280,23
C8664,0,35,M,154498.66,SENP,12,291,31
C8665,0,47,M,163475.56,SENP,1,111,22
C8666,0,54,M,50808.45,SENP,3,900,30
C8667,0,31,M,5390.42,PROF,8,578,20
C8668,0,40,M,461379.84,PROF,14,795,24
C8669,0,31,M,151255.63,PROF,8,652,24
C867,0,53,M,38823.72,SENP,16,841,16
C8670,0,48,M,18072.91,PROF,5,965,7
C8671,0,53,M,100968.1,PROF,11,394,18
C8672,0,54,F,337234.07,PROF,1,261,8
C8673,0,25,F,350998.37,SENP,6,207,7
C8674,0,40,F,146635.14,SENP,10,265,24
C8675,0,52,F,79153.8,SENP,20,652,8
C8676,0,30,F,19235.89,PROF,18,160,25
C8677,0,34,F,36675.53,PROF,8,458,16
C8678,0,49,F,90290.04,SELF-EMP,17,272,20
C8679,0,32,F,220010.96,SAL,1,385,28
C868,0,55,M,34835.37,SENP,34,308,12
C8680,0,45,F,255974.21,SENP,10,500,21
C8681,0,45,F,24049,PROF,9,459,6
C8682,0,35,F,308260.52,SENP,14,505,30
C8683,0,36,F,76787.19,SELF-EMP,8,237,12
C8684,0,30,F,61643.56,SENP,8,317,23
C8685,0,46,F,32184.03,PROF,11,938,21
C8686,0,29,F,25318.96,PROF,11,470,4
C8687,0,28,F,209917.27,SENP,14,395,27
C8688,0,42,F,374469.61,PROF,17,120,22
C8689,0,39,F,201077.51,SENP,9,716,5
C869,0,43,M,3967.92,SENP,49,390,15
C8690,0,50,F,225451.61,SELF-EMP,20,921,2
C8691,0,44,F,176817.8,SELF-EMP,4,166,19
C8692,0,33,F,20586.98,PROF,6,355,28
C8693,0,33,F,215516.93,SENP,11,108,9
C8694,0,45,F,156200.27,SENP,18,198,18
C8695,0,28,F,36017.65,SENP,2,207,31
C8696,0,37,F,16605.15,PROF,1,111,28
C8697,0,50,F,19268.69,SENP,2,177,18
C8698,0,43,F,331873.35,SENP,15,144,18
C8699,0,54,F,148918.95,SENP,20,867,5
C87,1,43,F,205227.55,PROF,14,940,1
C870,0,26,M,6958.25,SENP,25,671,12
C8700,0,47,F,198062.39,SENP,11,774,7
C8701,0,31,F,80982.56,PROF,11,885,29
C8702,0,25,F,488433.19,PROF,11,427,13
C8703,0,25,F,141771.05,SENP,2,198,16
C8704,0,53,F,68248.98,SENP,4,426,9
C8705,0,34,F,737561.86,PROF,20,844,27
C8706,0,23,F,580119.16,SENP,20,410,6
C8707,0,53,F,218912.43,SENP,18,509,9
C8708,0,43,F,22333.65,SENP,5,547,31
C8709,0,51,F,80351.7,PROF,2,490,14
C871,0,21,M,167491.8,SAL,27,749,31
C8710,0,55,F,67719.16,SENP,20,540,10
C8711,0,46,F,307417.39,PROF,3,284,29
C8712,0,28,F,194037.82,SENP,0,225,2
C8713,0,40,F,253455.1,SENP,8,510,17
C8714,0,41,F,107458.68,SENP,5,177,25
C8715,0,50,F,488793.48,SELF-EMP,19,253,6
C8716,0,25,F,23406.74,SENP,11,812,2
C8717,0,49,F,70009.81,PROF,4,452,27
C8718,0,35,F,326212.67,PROF,6,942,18
C8719,0,35,F,120843.16,SELF-EMP,9,127,27
C872,1,27,M,28324.85,SELF-EMP,11,893,1
C8720,0,24,F,17182.78,SAL,9,629,2
C8721,0,34,F,472365.27,PROF,8,538,11
C8722,0,31,F,10519.38,PROF,9,887,9
C8723,0,23,F,49915.13,SENP,8,431,24
C8724,0,46,F,424257.64,SAL,11,317,9
C8725,0,40,F,6581.5,SENP,4,115,14
C8726,0,37,F,96501.11,SENP,10,711,30
C8727,0,26,F,281107.61,PROF,20,881,30
C8728,0,38,F,81789.1,SENP,3,512,24
C8729,0,37,F,77066.04,SENP,20,760,28
C873,0,38,M,88436.46,SAL,34,651,3
C8730,0,50,F,225423.6,SENP,0,589,25
C8731,0,39,F,16801.07,SELF-EMP,15,136,20
C8732,0,30,F,39170.87,SENP,6,793,7
C8733,0,34,F,32610.31,SENP,13,109,17
C8734,0,38,F,483277.64,SENP,6,278,11
C8735,0,38,F,51113.05,PROF,10,531,11
C8736,0,35,F,521546.99,PROF,4,959,3
C8737,0,46,F,216692.76,SENP,10,141,28
C8738,0,40,F,82453.42,SAL,6,818,20
C8739,0,31,F,36900.7,PROF,9,825,19
C874,0,41,M,8868.96,SENP,20,550,4
C8740,0,31,F,97860.5,SENP,18,804,12
C8741,0,24,F,392260.97,SELF-EMP,10,816,2
C8742,0,34,F,24468.22,SELF-EMP,13,422,24
C8743,1,50,F,369002.22,SENP,12,306,1
C8744,0,24,F,796502.5,SENP,18,311,14
C8745,0,24,F,29159.77,SELF-EMP,5,242,5
C8746,0,37,F,78482.34,SELF-EMP,15,142,27
C8747,0,31,F,384598.01,SENP,9,272,22
C8748,0,36,F,101335.07,SENP,16,271,23
C8749,0,32,F,109951.43,PROF,12,646,6
C875,0,27,F,108467.01,PROF,39,354,18
C8750,0,37,F,209341.25,SENP,18,104,13
C8751,0,33,F,289983.31,SELF-EMP,14,197,9
C8752,0,33,F,129505.7,SELF-EMP,16,957,23
C8753,0,33,F,86931.33,SELF-EMP,17,436,25
C8754,0,51,F,447635.78,SAL,15,422,9
C8755,0,43,F,488589.56,SENP,5,490,25
C8756,1,23,F,20771.7,SELF-EMP,17,973,1
C8757,0,31,F,95362.81,SENP,7,919,30
C8758,0,51,F,491942.16,SELF-EMP,3,145,4
C8759,0,38,F,611857.79,SENP,18,423,31
C876,0,49,F,24813.67,PROF,13,796,8
C8760,0,38,F,36339.44,SENP,1,786,2
C8761,0,51,F,227999.92,SENP,2,282,5
C8762,0,36,F,18173.99,SELF-EMP,5,125,3
C8763,0,32,F,509440.68,PROF,13,128,14
C8764,0,37,F,154259.69,SENP,1,712,14
C8765,0,51,F,236443.9,SENP,1,613,2
C8766,0,27,F,392261.5,SENP,5,465,10
C8767,0,27,F,473271.01,SELF-EMP,15,206,16
C8768,0,28,F,329827.31,SENP,10,831,29
C8769,0,37,F,43727.96,SAL,10,944,7
C877,0,55,F,510.18,SAL,3,498,14
C8770,1,53,F,278133.44,SENP,14,331,1
C8771,0,29,F,39202.24,SENP,0,334,27
C8772,0,35,F,493785.62,SENP,20,734,2
C8773,0,46,F,358427.51,SENP,9,255,22
C8774,0,32,F,9597.58,SENP,8,984,3
C8775,0,37,F,489507.44,PROF,17,803,27
C8776,0,39,F,2485.97,SENP,3,893,16
C8777,0,42,F,304503.38,PROF,3,119,16
C8778,0,54,F,374606.41,PROF,20,618,7
C8779,0,42,F,72661.65,SENP,7,656,10
C878,1,41,F,23911.41,SELF-EMP,9,883,7
C8780,0,45,F,317063.58,SENP,0,211,13
C8781,0,28,F,9162.39,SENP,2,486,9
C8782,0,24,F,448226.16,SELF-EMP,10,194,19
C8783,0,35,F,292841.91,SENP,18,878,2
C8784,0,35,F,83260.76,PROF,2,376,18
C8785,0,50,F,479143.21,SELF-EMP,9,960,17
C8786,0,52,F,83839.55,SENP,10,483,16
C8787,0,42,F,364807.79,SENP,20,943,31
C8788,0,45,F,44170.61,SENP,18,986,2
C8789,0,27,F,89726.66,SENP,11,982,8
C879,1,24,F,272552.94,SELF-EMP,23,945,7
C8790,0,31,F,549311.21,SAL,3,658,17
C8791,0,45,F,343989.68,SAL,19,596,24
C8792,0,23,F,46096.2,SAL,4,980,2
C8793,0,33,F,387173.23,SAL,12,109,27
C8794,0,48,F,163383.27,SELF-EMP,4,773,6
C8795,0,37,F,30241.04,SENP,18,774,23
C8796,0,53,F,40661.75,SENP,12,631,11
C8797,0,37,F,10310.28,SENP,16,803,2
C8798,0,30,F,34949.39,SENP,7,134,15
C8799,0,29,F,23719.48,SELF-EMP,18,267,24
C88,1,46,F,34049.77,PROF,14,690,1
C880,1,51,F,2916.26,SELF-EMP,16,744,7
C8800,0,54,F,8194.31,SENP,0,775,29
C8801,0,35,F,32161.18,SENP,16,354,8
C8802,0,31,F,259827.44,SENP,8,656,19
C8803,0,49,F,191410.04,SELF-EMP,11,674,6
C8804,0,35,F,25393.7,PROF,7,344,27
C8805,0,37,F,84015.32,SELF-EMP,16,668,10
C8806,0,54,F,3061.88,SELF-EMP,20,814,3
C8807,0,24,F,422002.42,SENP,10,866,31
C8808,0,42,F,20210.67,SENP,3,701,7
C8809,0,25,F,146750.46,SENP,11,872,15
C881,1,44,F,3289.97,SENP,33,774,13
C8810,0,25,F,219695.6,SENP,2,761,23
C8811,0,53,F,32932.07,SENP,12,969,28
C8812,0,45,F,497143.59,PROF,16,640,30
C8813,0,37,F,119107.88,SENP,11,286,21
C8814,0,32,F,49186.31,SENP,3,323,15
C8815,0,42,F,198086.09,SELF-EMP,18,946,15
C8816,0,55,F,457187.04,PROF,17,786,11
C8817,0,31,F,735620.12,SELF-EMP,18,599,5
C8818,0,28,F,448125.69,SELF-EMP,2,424,30
C8819,0,45,F,15464.4,SELF-EMP,9,959,11
C882,0,52,F,10329.95,SAL,31,567,11
C8820,0,23,F,315463.85,SELF-EMP,10,982,8
C8821,0,32,F,3802.92,PROF,18,855,28
C8822,0,38,F,107635.36,PROF,2,241,21
C8823,0,25,F,683428.05,PROF,20,200,17
C8824,0,30,F,518594.91,PROF,4,650,17
C8825,0,49,F,587361.28,SELF-EMP,20,690,14
C8826,0,38,F,26262.68,SELF-EMP,3,557,14
C8827,0,55,F,76191.85,SELF-EMP,6,207,2
C8828,0,24,F,20104.33,SELF-EMP,1,284,20
C8829,0,43,F,75506.01,SELF-EMP,2,143,14
C883,0,38,F,36702.64,SAL,3,282,20
C8830,0,37,F,40312.29,SELF-EMP,18,697,22
C8831,0,33,F,62124.14,SELF-EMP,8,852,23
C8832,0,30,F,146682.2,SENP,10,411,2
C8833,0,41,F,3074.98,SENP,11,767,16
C8834,0,52,F,160528.98,SENP,17,932,27
C8835,0,35,F,176040.94,SENP,2,790,4
C8836,0,36,F,9874.93,SENP,15,627,8
C8837,0,38,F,38991.19,SENP,9,695,11
C8838,0,52,F,502016.92,SENP,9,562,28
C8839,0,45,F,658591.56,SENP,3,323,10
C884,0,29,F,7415.57,SAL,9,960,13
C8840,1,33,F,83184.7,SENP,11,857,1
C8841,0,37,F,397581.29,SENP,11,276,31
C8842,0,43,F,184230.62,PROF,5,413,29
C8843,0,34,F,453251.26,PROF,0,946,14
C8844,0,55,F,49305,PROF,10,417,18
C8845,0,31,F,59162.79,PROF,7,512,9
C8846,0,31,F,266586.6,SENP,3,312,5
C8847,0,41,F,223408.07,SENP,17,776,21
C8848,0,39,F,4113.29,SENP,11,824,8
C8849,0,34,F,51640.07,SENP,11,638,6
C885,0,31,M,7093.23,SENP,38,972,9
C8850,0,51,F,11558.06,SENP,6,908,7
C8851,0,55,F,310971.82,SENP,5,981,23
C8852,0,31,F,33751.12,SENP,5,142,9
C8853,0,27,F,502107.27,PROF,15,197,20
C8854,0,46,F,17163.55,PROF,6,405,17
C8855,0,33,F,71057.97,PROF,18,611,20
C8856,0,47,F,375927.93,PROF,15,694,29
C8857,0,46,F,286060.06,SENP,2,687,9
C8858,0,32,F,119940.34,SENP,11,152,31
C8859,0,30,F,343820.24,SENP,5,923,18
C886,0,31,M,15519.93,PROF,27,937,11
C8860,0,53,F,26441.25,SENP,17,197,26
C8861,0,27,F,155137.39,SENP,5,613,13
C8862,0,52,F,300706.88,SENP,1,858,11
C8863,0,27,F,305808.47,SENP,0,189,11
C8864,0,36,F,583456.23,SENP,20,352,4
C8865,0,35,F,45403.32,SENP,10,976,7
C8866,0,35,F,72687.47,PROF,14,554,15
C8867,0,54,F,37669.24,PROF,4,928,7
C8868,0,36,F,82232.62,SENP,14,182,19
C8869,0,27,F,25672.8,SENP,2,911,17
C887,0,37,M,91019.22,SAL,49,255,25
C8870,0,46,F,90057.6,SENP,20,641,30
C8871,0,35,F,6635.19,SENP,4,329,25
C8872,0,31,F,78309.43,SENP,11,714,11
C8873,0,42,F,29821.61,SENP,9,825,13
C8874,0,22,F,435434.58,SENP,4,826,17
C8875,0,32,F,400930.92,SENP,11,791,10
C8876,0,38,F,41226.08,SENP,16,272,9
C8877,1,55,F,264320.89,PROF,9,312,1
C8878,0,55,F,20735.29,SENP,12,536,2
C8879,0,50,F,361720.92,SENP,10,641,25
C888,0,45,M,107889.52,SENP,22,227,9
C8880,0,44,F,47156.34,SENP,18,269,18
C8881,0,29,F,218800.57,PROF,13,312,26
C8882,0,35,F,126036.46,SAL,12,654,20
C8883,0,50,F,33703.73,PROF,8,799,3
C8884,0,33,F,63528.32,SENP,6,978,24
C8885,0,35,F,313115.94,SENP,11,923,28
C8886,0,26,F,7604.19,SENP,18,516,17
C8887,0,50,F,37187.47,PROF,16,908,17
C8888,0,47,F,66050.98,SENP,13,544,23
C8889,0,41,F,126466.62,SENP,10,186,24
C889,0,43,M,30119.28,SAL,19,973,11
C8890,0,47,F,0,SENP,6,689,17
C8891,0,29,F,10860.45,SENP,16,180,17
C8892,0,31,F,86853.86,PROF,9,661,14
C8893,0,38,F,51801.24,SENP,5,530,2
C8894,0,33,F,464810.91,PROF,10,378,23
C8895,0,25,F,411150.95,PROF,18,348,24
C8896,0,40,F,142146.89,SENP,0,674,3
C8897,0,44,F,47320.23,SENP,3,310,19
C8898,0,53,F,456658.64,SENP,18,615,9
C8899,0,35,F,13799.98,SENP,10,360,6
C89,0,32,F,87067.12,SAL,2,340,22
C890,0,21,M,7194.83,PROF,8,738,5
C8900,0,52,F,15022.6,PROF,6,782,7
C8901,0,51,F,15016.95,SENP,7,292,31
C8902,0,39,F,15022.6,SENP,18,537,30
C8903,0,40,F,337553,SENP,17,922,4
C8904,0,51,F,57488.76,SENP,2,955,16
C8905,0,44,F,119967.51,SENP,7,304,15
C8906,0,47,F,59713.84,PROF,20,742,30
C8907,0,34,F,186182.84,PROF,0,976,27
C8908,0,38,F,1014596.08,SENP,8,417,23
C8909,0,30,F,439887.11,SAL,20,631,31
C891,0,33,M,65510.89,SAL,35,992,5
C8910,0,30,F,12652.35,SENP,14,882,24
C8911,0,30,F,131538.13,PROF,17,461,4
C8912,0,29,F,43389.12,SENP,14,524,15
C8913,0,42,F,501472.6,SAL,5,727,19
C8914,1,39,F,693945.38,SENP,9,507,1
C8915,0,31,F,6909.7,SENP,8,830,20
C8916,0,55,F,458922.28,SENP,13,707,22
C8917,0,32,F,88340.77,SENP,19,678,30
C8918,0,32,F,407189.27,SENP,20,850,7
C8919,0,42,F,91391.71,PROF,11,615,23
C892,0,34,M,4204.67,PROF,47,709,30
C8920,0,29,F,220121.65,SENP,8,914,3
C8921,0,29,F,847485.49,SENP,6,815,11
C8922,0,24,F,285306.8,PROF,6,868,12
C8923,0,25,F,334018.98,PROF,12,407,3
C8924,0,24,F,490288.64,PROF,11,132,20
C8925,0,30,F,18801.17,SENP,12,576,19
C8926,0,49,F,37357.75,SENP,18,246,10
C8927,0,29,F,196775.82,PROF,0,846,28
C8928,0,26,F,243464.59,SENP,9,218,17
C8929,0,34,F,20567.62,SENP,11,283,29
C893,0,36,M,6662.2,SAL,46,319,28
C8930,0,31,F,25185.35,SENP,11,789,2
C8931,0,41,F,116799.83,SENP,2,982,28
C8932,0,23,F,435657.48,SENP,9,117,16
C8933,0,41,F,56679.15,PROF,19,191,18
C8934,0,36,F,49523.56,PROF,6,311,26
C8935,0,36,F,433696.8,PROF,2,534,4
C8936,0,26,F,108605.19,SENP,15,158,22
C8937,0,40,F,34033.79,PROF,16,887,11
C8938,0,42,F,268648.92,SENP,11,651,11
C8939,0,39,F,120361.68,SENP,11,986,6
C894,0,27,M,30682.11,SAL,24,613,21
C8940,0,45,F,86345.16,SENP,6,320,28
C8941,0,28,F,268653,PROF,3,972,2
C8942,0,54,F,101245.81,PROF,14,514,9
C8943,0,46,F,2932.65,PROF,4,181,18
C8944,0,41,F,42073.83,SENP,8,222,18
C8945,0,25,F,472017.28,PROF,10,553,10
C8946,1,25,F,136000.53,SENP,7,374,1
C8947,0,30,F,66448.54,SENP,5,298,4
C8948,0,37,F,230391.62,SENP,4,905,27
C8949,0,45,F,22895.66,SENP,11,798,8
C895,0,25,M,54835.86,SAL,17,643,3
C8950,0,53,F,26298.12,SENP,8,207,15
C8951,0,26,F,18423.49,SAL,1,287,14
C8952,0,25,F,191674.56,PROF,14,427,13
C8953,0,24,F,94496.95,PROF,3,361,14
C8954,0,45,F,184092.36,SAL,18,245,22
C8955,0,21,F,81047.64,SENP,18,274,13
C8956,0,49,F,80753.77,PROF,12,680,13
C8957,0,44,F,101805.8,SENP,5,336,6
C8958,0,46,F,10476.76,SENP,11,403,14
C8959,0,45,F,30549.94,SENP,0,896,17
C896,0,25,M,242757.67,PROF,25,291,13
C8960,0,46,F,262982.38,SENP,7,665,8
C8961,0,38,F,257855.58,SAL,9,487,5
C8962,0,43,F,335717.68,SENP,16,744,23
C8963,0,33,F,87357.45,SENP,5,818,17
C8964,0,29,F,463719.92,SAL,5,365,9
C8965,0,29,F,348416.46,PROF,8,180,11
C8966,0,45,F,38289.92,SENP,16,742,9
