age,workclass,education,marrital status,occupation,sex,capital gain,capital loss,working hours per week,salary
39,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0,2415,40, >50K
23,Private,HS-grad,Never-married,Craft-repair,Male,0,0,40, <=50K
44,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, >50K
37,Private,Some-college,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
36,Private,7th-8th,Married-spouse-absent,Machine-op-inspct,Female,2977,0,40, <=50K
45,Private,11th,Married-spouse-absent,Machine-op-inspct,Female,0,0,40, <=50K
43,Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Male,7298,0,40, >50K
49,Private,Prof-school,Never-married,Prof-specialty,Female,0,0,55, >50K
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, >50K
26,Private,HS-grad,Never-married,Transport-moving,Male,0,0,40, <=50K
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,0,1977,55, >50K
51,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,60, >50K
24,Private,Some-college,Never-married,Adm-clerical,Female,0,0,40, <=50K
67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
40,Private,HS-grad,Married-civ-spouse,Sales,Male,7298,0,45, >50K
32,Private,HS-grad,Married-civ-spouse,Sales,Female,0,0,40, >50K
21,Private,Some-college,Never-married,Other-service,Female,0,0,16, <=50K
39,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Female,0,0,15, >50K
33,Private,11th,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
48,Private,HS-grad,Divorced,Sales,Male,0,0,60, <=50K
21,Private,Some-college,Never-married,Prof-specialty,Female,0,0,30, <=50K
68,Self-emp-inc,Assoc-voc,Widowed,Sales,Female,25124,0,50, >50K
24,Private,HS-grad,Never-married,Craft-repair,Male,0,0,40, <=50K
24,Private,11th,Never-married,Farming-fishing,Male,2463,0,40, <=50K
23,Private,Bachelors,Never-married,Exec-managerial,Female,0,0,45, <=50K
40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0,0,63, <=50K
48,Private,Bachelors,Married-spouse-absent,Exec-managerial,Female,0,0,50, >50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,0,0,60, <=50K
45,Federal-gov,Bachelors,Never-married,Protective-serv,Female,0,0,40, <=50K
31,Private,HS-grad,Married-civ-spouse,Sales,Male,0,0,50, >50K
53,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,0,0,45, <=50K
25,Private,Bachelors,Never-married,Prof-specialty,Female,0,0,55, <=50K
32,Private,Some-college,Married-civ-spouse,Other-service,Male,0,0,50, <=50K
34,Private,11th,Married-civ-spouse,Sales,Male,0,0,25, <=50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,35, >50K
57,Local-gov,HS-grad,Divorced,Adm-clerical,Female,0,0,40, <=50K
25,Private,10th,Never-married,Farming-fishing,Male,0,0,40, <=50K
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0,2179,40, <=50K
17,Private,11th,Never-married,Sales,Female,0,0,13, <=50K
17,Private,9th,Never-married,Craft-repair,Male,0,0,40, <=50K
82,Self-emp-inc,Some-college,Widowed,Sales,Male,0,0,20, <=50K
40,Private,Assoc-acdm,Divorced,Prof-specialty,Female,0,0,32, <=50K
26,Private,Some-college,Never-married,Sales,Male,0,0,35, <=50K
37,Private,Some-college,Divorced,Transport-moving,Male,0,0,40, <=50K
25,Private,10th,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
65,Private,10th,Married-civ-spouse,Handlers-cleaners,Male,0,0,22, >50K
39,Private,Bachelors,Divorced,Sales,Male,0,0,40, <=50K
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,0,0,45, <=50K
23,Private,HS-grad,Never-married,Sales,Male,0,0,40, <=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,20, <=50K
59,Private,HS-grad,Widowed,Other-service,Female,0,0,35, <=50K
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
62,?,9th,Never-married,?,Female,0,0,40, <=50K
17,Private,11th,Never-married,Sales,Female,0,0,9, <=50K
28,Private,10th,Married-civ-spouse,Handlers-cleaners,Male,0,0,30, <=50K
45,Federal-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, <=50K
40,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,60, <=50K
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
20,Private,9th,Never-married,Machine-op-inspct,Male,0,0,40, <=50K
19,?,10th,Never-married,?,Female,0,0,38, <=50K
59,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Female,0,0,22, >50K
41,Private,HS-grad,Divorced,Transport-moving,Male,7443,0,40, <=50K
49,Local-gov,Some-college,Divorced,Exec-managerial,Male,0,0,48, >50K
37,Private,Assoc-voc,Divorced,Sales,Male,0,0,45, >50K
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,45, <=50K
21,Private,Some-college,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
27,Private,Bachelors,Never-married,Tech-support,Female,0,0,15, <=50K
20,?,HS-grad,Never-married,?,Male,0,0,40, <=50K
51,Private,HS-grad,Divorced,Other-service,Female,0,0,40, <=50K
46,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, <=50K
48,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,60, >50K
39,Local-gov,Masters,Divorced,Prof-specialty,Female,0,0,40, <=50K
50,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Male,15024,0,45, >50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
21,Private,Some-college,Never-married,Prof-specialty,Female,0,0,25, <=50K
54,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Male,0,0,50, >50K
40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,0,0,40, >50K
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,41, <=50K
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,50, >50K
42,Private,Some-college,Divorced,Exec-managerial,Female,0,0,45, <=50K
34,Private,HS-grad,Never-married,Craft-repair,Male,0,0,40, <=50K
46,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,0,0,40, <=50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
38,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
37,Private,Prof-school,Divorced,Prof-specialty,Male,14084,0,36, >50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
22,Private,Bachelors,Never-married,Exec-managerial,Female,0,0,40, <=50K
21,Private,HS-grad,Never-married,Adm-clerical,Male,0,0,40, <=50K
40,Private,Preschool,Married-spouse-absent,Adm-clerical,Male,0,0,40, <=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,55, <=50K
48,Private,9th,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
21,Private,Assoc-voc,Never-married,Other-service,Female,0,0,36, <=50K
52,Private,11th,Widowed,Craft-repair,Male,0,0,40, <=50K
60,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,50, >50K
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,0,0,50, >50K
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,45, <=50K
31,Private,HS-grad,Married-civ-spouse,Sales,Male,2829,0,40, <=50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,35, <=50K
36,Private,9th,Married-civ-spouse,Craft-repair,Male,0,0,35, <=50K
42,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,0,0,60, <=50K
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,7688,0,35, >50K
62,Private,Prof-school,Married-civ-spouse,Craft-repair,Male,0,0,45, >50K
65,?,HS-grad,Separated,?,Female,0,0,40, <=50K
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,38, >50K
43,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,0,0,40, <=50K
24,Private,Some-college,Never-married,Other-service,Male,0,0,35, <=50K
44,Private,HS-grad,Separated,Other-service,Female,0,0,39, <=50K
25,Private,HS-grad,Never-married,Exec-managerial,Male,0,0,25, <=50K
21,Private,Some-college,Never-married,Exec-managerial,Male,0,0,40, <=50K
29,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,0,0,43, <=50K
21,Private,Some-college,Never-married,Other-service,Male,0,0,40, <=50K
41,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,0,0,45, >50K
64,?,Bachelors,Married-civ-spouse,?,Female,0,0,8, <=50K
55,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Male,0,0,99, <=50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,0,0,35, <=50K
21,Private,Some-college,Never-married,Sales,Male,0,0,24, <=50K
28,Private,Assoc-voc,Never-married,Sales,Female,0,0,55, <=50K
45,Private,HS-grad,Married-civ-spouse,Sales,Female,0,0,35, <=50K
21,Private,HS-grad,Never-married,Other-service,Female,0,0,40, <=50K
34,Private,Masters,Married-civ-spouse,Prof-specialty,Female,0,0,40, >50K
53,Private,12th,Never-married,Other-service,Female,0,0,35, <=50K
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
47,Private,HS-grad,Divorced,Priv-house-serv,Female,0,0,4, <=50K
41,Private,11th,Divorced,Exec-managerial,Female,0,0,36, <=50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,0,1977,30, >50K
43,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,50, >50K
53,Local-gov,1st-4th,Married-civ-spouse,Other-service,Male,0,0,32, <=50K
34,Private,Some-college,Never-married,Exec-managerial,Male,0,0,45, <=50K
46,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,5178,0,40, >50K
59,Private,Assoc-acdm,Widowed,Exec-managerial,Female,0,0,40, >50K
53,Private,Bachelors,Divorced,Exec-managerial,Male,0,0,50, <=50K
33,Private,7th-8th,Separated,Handlers-cleaners,Male,0,0,35, <=50K
45,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,50, <=50K
48,Self-emp-inc,Masters,Married-civ-spouse,Sales,Male,0,0,40, >50K
42,Private,Some-college,Divorced,Adm-clerical,Female,0,0,40, <=50K
55,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,5178,0,72, >50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,50, <=50K
17,Private,11th,Never-married,Sales,Female,0,0,16, <=50K
23,Private,Some-college,Never-married,Handlers-cleaners,Female,0,0,35, <=50K
21,Private,HS-grad,Never-married,Transport-moving,Male,0,0,60, <=50K
53,Federal-gov,HS-grad,Divorced,Craft-repair,Male,0,0,40, <=50K
61,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,0,0,20, >50K
58,State-gov,HS-grad,Divorced,Other-service,Male,0,0,40, <=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,50, <=50K
45,Local-gov,Some-college,Divorced,Adm-clerical,Female,0,0,38, <=50K
39,Private,Bachelors,Married-civ-spouse,Craft-repair,Female,0,0,30, >50K
39,Private,Bachelors,Divorced,Exec-managerial,Female,13550,0,50, >50K
48,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Female,0,0,40, >50K
41,Private,Bachelors,Married-civ-spouse,Tech-support,Male,0,0,38, <=50K
30,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Male,0,2002,40, <=50K
50,Private,Assoc-acdm,Divorced,Craft-repair,Male,0,0,45, <=50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,7298,0,48, >50K
23,Private,Some-college,Separated,Sales,Female,0,0,40, <=50K
41,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,60, <=50K
47,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,0,0,70, <=50K
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,55, <=50K
60,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Male,0,0,40, <=50K
51,Private,Bachelors,Divorced,Tech-support,Female,0,0,40, <=50K
20,Local-gov,Some-college,Never-married,Other-service,Male,0,0,40, <=50K
29,Local-gov,HS-grad,Never-married,Transport-moving,Female,0,0,37, <=50K
42,State-gov,Some-college,Married-civ-spouse,Protective-serv,Male,0,0,48, <=50K
32,Private,HS-grad,Divorced,Other-service,Female,0,0,16, <=50K
19,Private,12th,Never-married,Sales,Male,1055,0,40, <=50K
34,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,0,0,45, >50K
48,Private,HS-grad,Widowed,Machine-op-inspct,Female,0,0,48, <=50K
38,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
38,Private,Prof-school,Never-married,Prof-specialty,Female,0,0,50, >50K
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,0,0,50, <=50K
39,Private,Masters,Never-married,Exec-managerial,Male,0,0,50, >50K
38,Private,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,40, <=50K
26,Private,Bachelors,Never-married,Sales,Female,0,0,40, <=50K
23,State-gov,Some-college,Never-married,Prof-specialty,Male,0,0,10, <=50K
20,Private,5th-6th,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
49,Private,Bachelors,Married-spouse-absent,Adm-clerical,Male,0,0,40, <=50K
23,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,45, >50K
43,Private,Some-college,Married-civ-spouse,Protective-serv,Male,0,0,40, <=50K
56,Private,Some-college,Divorced,Other-service,Male,0,0,30, <=50K
60,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Male,0,0,35, <=50K
29,Private,HS-grad,Divorced,Sales,Male,0,0,40, <=50K
25,Private,Bachelors,Never-married,Exec-managerial,Female,0,0,38, <=50K
39,Private,Assoc-voc,Never-married,Machine-op-inspct,Male,0,0,40, <=50K
37,Private,Assoc-voc,Never-married,Adm-clerical,Female,4101,0,35, <=50K
38,Private,Bachelors,Never-married,Exec-managerial,Male,2202,0,45, <=50K
47,Private,HS-grad,Divorced,Tech-support,Female,0,0,36, <=50K
50,Self-emp-not-inc,Prof-school,Divorced,Sales,Male,0,0,50, >50K
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,0,0,40, >50K
35,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
25,?,11th,Never-married,?,Female,0,0,40, <=50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,44, >50K
51,Private,Bachelors,Separated,Prof-specialty,Male,0,0,40, <=50K
21,Private,HS-grad,Never-married,Other-service,Male,0,0,40, <=50K
53,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Male,0,0,50, >50K
29,Private,Assoc-voc,Divorced,Adm-clerical,Female,0,0,40, <=50K
34,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,2829,0,50, <=50K
37,Private,Masters,Married-civ-spouse,Prof-specialty,Male,0,0,50, >50K
20,Private,12th,Never-married,Adm-clerical,Female,0,0,40, <=50K
18,Private,Some-college,Never-married,Exec-managerial,Male,0,0,50, <=50K
57,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,7688,0,45, >50K
47,?,Assoc-voc,Married-civ-spouse,?,Male,0,0,40, >50K
27,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,2829,0,40, <=50K
23,Self-emp-inc,Assoc-voc,Never-married,Craft-repair,Male,0,0,50, <=50K
36,Self-emp-inc,Bachelors,Divorced,Sales,Male,0,0,60, <=50K
48,Private,HS-grad,Divorced,Adm-clerical,Female,0,0,40, <=50K
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0,0,43, <=50K
51,Private,Bachelors,Divorced,Prof-specialty,Female,0,0,16, <=50K
59,Private,9th,Married-civ-spouse,Other-service,Male,0,0,40, <=50K
32,Private,Some-college,Married-civ-spouse,Sales,Female,0,0,40, <=50K
39,Private,Some-college,Divorced,Other-service,Male,0,0,40, <=50K
32,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, <=50K
38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,0,0,40, >50K
44,State-gov,Bachelors,Never-married,Adm-clerical,Female,0,0,38, <=50K
51,Private,HS-grad,Married-civ-spouse,Tech-support,Male,0,0,40, <=50K
54,Private,HS-grad,Never-married,Other-service,Female,0,0,20, <=50K
22,Private,Some-college,Never-married,Sales,Female,0,0,30, <=50K
19,Private,HS-grad,Never-married,Farming-fishing,Female,0,0,40, <=50K
31,Federal-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Male,0,0,45, <=50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,45, <=50K
19,Private,HS-grad,Never-married,Protective-serv,Male,0,0,32, <=50K
40,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,0,0,40, >50K
21,Private,Some-college,Never-married,Adm-clerical,Male,0,0,10, <=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,60, >50K
40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,7298,0,35, >50K
36,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,0,0,40, <=50K
18,Private,9th,Never-married,Sales,Female,0,0,42, <=50K
32,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,7688,0,55, >50K
50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,0,0,40, <=50K
18,Private,11th,Never-married,Sales,Male,0,0,15, <=50K
19,Private,HS-grad,Never-married,Machine-op-inspct,Male,0,0,43, <=50K
53,Private,Some-college,Divorced,Craft-repair,Male,0,0,40, >50K
49,Private,HS-grad,Divorced,Other-service,Female,0,0,32, <=50K
40,Private,Bachelors,Married-spouse-absent,Transport-moving,Male,0,0,45, <=50K
31,Private,Some-college,Never-married,Exec-managerial,Male,0,0,40, <=50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,0,0,35, <=50K
35,Local-gov,Some-college,Married-civ-spouse,Other-service,Male,0,0,40, <=50K
47,Local-gov,Some-college,Never-married,Other-service,Female,0,0,20, <=50K
43,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Female,0,0,20, <=50K
51,Private,Some-college,Never-married,Machine-op-inspct,Male,0,0,21, <=50K
54,Private,Masters,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
76,Local-gov,9th,Married-civ-spouse,Other-service,Male,0,0,30, <=50K
33,Private,7th-8th,Never-married,Sales,Male,0,0,43, <=50K
19,Private,12th,Never-married,Transport-moving,Male,0,0,15, <=50K
49,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,5013,0,40, <=50K
26,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
23,Private,Some-college,Never-married,Other-service,Female,0,0,15, <=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,7298,0,40, >50K
24,Private,Some-college,Never-married,Sales,Male,0,0,65, <=50K
48,Private,HS-grad,Never-married,Sales,Male,0,0,40, <=50K
36,State-gov,Some-college,Married-civ-spouse,Protective-serv,Male,0,0,40, <=50K
33,Private,12th,Separated,Adm-clerical,Female,1471,0,40, <=50K
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,15024,0,48, >50K
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,44, >50K
22,Private,Bachelors,Never-married,Adm-clerical,Female,0,0,10, <=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
31,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Male,0,0,40, <=50K
53,State-gov,Masters,Divorced,Prof-specialty,Female,0,0,40, <=50K
36,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,45, <=50K
47,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
52,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
39,Private,HS-grad,Divorced,Machine-op-inspct,Female,0,0,40, <=50K
24,Private,Bachelors,Never-married,Sales,Male,0,0,40, <=50K
17,Local-gov,10th,Never-married,Protective-serv,Female,0,1602,40, <=50K
53,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,15024,0,40, >50K
21,Private,Some-college,Never-married,Sales,Male,0,0,40, <=50K
29,Private,Bachelors,Never-married,Prof-specialty,Male,0,0,64, >50K
34,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,40, <=50K
28,Private,Some-college,Never-married,Adm-clerical,Female,0,0,40, <=50K
61,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,40, >50K
20,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0,0,60, <=50K
47,State-gov,HS-grad,Married-civ-spouse,Tech-support,Male,0,0,40, <=50K
40,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,45, >50K
26,Local-gov,Some-college,Never-married,Other-service,Female,0,0,10, <=50K
53,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
26,Private,Bachelors,Never-married,Sales,Male,0,0,50, <=50K
39,Private,Prof-school,Married-civ-spouse,Sales,Male,0,2415,99, >50K
17,Local-gov,11th,Never-married,Prof-specialty,Male,0,0,15, <=50K
46,Private,Doctorate,Never-married,Prof-specialty,Male,0,0,40, >50K
34,Private,Bachelors,Married-civ-spouse,Sales,Male,15024,0,40, >50K
45,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Male,0,0,45, <=50K
23,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,16, <=50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
26,Private,Bachelors,Never-married,Sales,Female,0,0,40, <=50K
28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Female,0,0,4, <=50K
18,Self-emp-inc,11th,Never-married,Sales,Male,0,0,15, <=50K
38,Private,HS-grad,Never-married,Prof-specialty,Male,0,0,40, >50K
66,?,Assoc-voc,Widowed,?,Female,2964,0,30, <=50K
28,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,40, >50K
49,Private,Masters,Never-married,Prof-specialty,Male,0,0,40, >50K
29,Private,Bachelors,Never-married,Sales,Male,0,0,40, <=50K
43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Female,0,0,50, >50K
34,State-gov,Masters,Never-married,Prof-specialty,Female,0,0,40, <=50K
30,Private,Assoc-voc,Married-civ-spouse,Sales,Male,0,0,45, >50K
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,40, <=50K
25,Private,HS-grad,Never-married,Sales,Male,0,0,40, <=50K
22,Private,Some-college,Never-married,Adm-clerical,Female,0,0,40, <=50K
26,Private,HS-grad,Never-married,Adm-clerical,Male,0,0,40, <=50K
49,Private,HS-grad,Married-civ-spouse,Protective-serv,Male,0,0,40, <=50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,3137,0,50, <=50K
37,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Male,2105,0,50, <=50K
39,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,45, <=50K
33,Private,HS-grad,Divorced,Transport-moving,Female,0,0,40, <=50K
41,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Female,0,1902,35, >50K
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,99999,0,40, >50K
40,Private,Bachelors,Never-married,Sales,Male,0,0,53, <=50K
26,?,Bachelors,Married-civ-spouse,?,Female,0,0,20, <=50K
31,Private,Some-college,Never-married,Protective-serv,Male,0,0,40, <=50K
28,Private,Some-college,Never-married,Exec-managerial,Female,0,0,40, <=50K
71,Private,HS-grad,Married-civ-spouse,Sales,Male,0,2467,52, <=50K
25,Local-gov,Bachelors,Never-married,Adm-clerical,Female,0,0,40, <=50K
25,Private,7th-8th,Married-civ-spouse,Craft-repair,Male,0,0,60, <=50K
19,?,Some-college,Married-civ-spouse,?,Female,0,0,30, <=50K
36,Self-emp-not-inc,Prof-school,Married-civ-spouse,Craft-repair,Male,0,0,60, <=50K
56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
39,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
31,Private,Prof-school,Divorced,Prof-specialty,Female,0,0,45, >50K
22,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,20, <=50K
44,Private,Some-college,Never-married,Craft-repair,Male,0,0,38, <=50K
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,0,0,45, <=50K
65,Private,11th,Divorced,Machine-op-inspct,Male,0,0,40, <=50K
44,Private,Some-college,Married-civ-spouse,Sales,Male,0,0,50, >50K
53,Local-gov,HS-grad,Divorced,Exec-managerial,Male,0,0,40, <=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
41,Private,Bachelors,Divorced,Exec-managerial,Female,0,0,45, <=50K
40,Self-emp-inc,HS-grad,Divorced,Adm-clerical,Female,0,0,15, <=50K
35,Private,11th,Married-civ-spouse,Sales,Female,0,0,40, <=50K
41,Self-emp-inc,9th,Married-civ-spouse,Sales,Female,0,0,70, <=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,35, <=50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
26,Private,Some-college,Never-married,Other-service,Female,0,0,45, <=50K
28,Local-gov,HS-grad,Never-married,Transport-moving,Female,0,0,40, <=50K
27,Private,Some-college,Divorced,Craft-repair,Female,0,0,40, <=50K
27,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,8, <=50K
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
53,Private,HS-grad,Widowed,Sales,Female,0,0,35, <=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
50,Self-emp-inc,Masters,Never-married,Prof-specialty,Male,0,0,50, <=50K
30,Private,HS-grad,Divorced,Adm-clerical,Female,0,0,62, <=50K
47,Private,HS-grad,Separated,Craft-repair,Male,0,0,40, <=50K
27,?,HS-grad,Never-married,?,Male,0,0,40, <=50K
55,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,0,0,40, <=50K
21,Private,Some-college,Never-married,Other-service,Female,0,0,29, <=50K
